ell,PP,PT,PE
4.500000000000000000e+02,2.159218220791340289e-08,8.474440623939933189e-06,1.634594489269688944e-06
4.510000000000000000e+02,2.152703653277070369e-08,8.282195702119848340e-06,1.631017876436365726e-06
4.520000000000000000e+02,2.146216215341316074e-08,8.094890815193121419e-06,1.626644106076380062e-06
4.530000000000000000e+02,2.139755795528012676e-08,7.912442133141448671e-06,1.621491627054113622e-06
4.540000000000000000e+02,2.133322282385405722e-08,7.734769676660651551e-06,1.615579660576281780e-06
4.550000000000000000e+02,2.126916069340597425e-08,7.561791504159037060e-06,1.608927039182712737e-06
4.560000000000000000e+02,2.120535782009294685e-08,7.393423044320051786e-06,1.601552023463205444e-06
4.570000000000000000e+02,2.114182821321401820e-08,7.229585978042957225e-06,1.593474209807846459e-06
4.580000000000000000e+02,2.107856318549339553e-08,7.070196638819094797e-06,1.584712048637538960e-06
4.590000000000000000e+02,2.101556162281556062e-08,6.915173159415806806e-06,1.575284372173472386e-06
4.600000000000000000e+02,2.095282241110705243e-08,6.764433674932335891e-06,1.565210012100214548e-06
4.610000000000000000e+02,2.089034691589074856e-08,6.617897109154569307e-06,1.554507984276161388e-06
4.620000000000000000e+02,2.082812905670717272e-08,6.475480012219171473e-06,1.543196748549022573e-06
4.630000000000000000e+02,2.076617513627954944e-08,6.337102835973594997e-06,1.531295684886238577e-06
4.640000000000000000e+02,2.070447908177682746e-08,6.202681417930992293e-06,1.518823072521215600e-06
4.650000000000000000e+02,2.064303977951759296e-08,6.072135397175255598e-06,1.505798102558203971e-06
4.660000000000000000e+02,2.058185611586141727e-08,5.945381466010269608e-06,1.492239243813302435e-06
4.670000000000000000e+02,2.052092941305122551e-08,5.822339897872633168e-06,1.478165855809604685e-06
4.680000000000000000e+02,2.046025367866404975e-08,5.702926051967597727e-06,1.463596059728620548e-06
4.690000000000000000e+02,2.039983508525971700e-08,5.587060826307131852e-06,1.448549381170170470e-06
4.700000000000000000e+02,2.033966764785521622e-08,5.474660999229056290e-06,1.433044294686802939e-06
4.710000000000000000e+02,2.027975025319219677e-08,5.365644734993594836e-06,1.417099625614505853e-06
4.720000000000000000e+02,2.022008178805224427e-08,5.259930200076269912e-06,1.400734198779478210e-06
4.730000000000000000e+02,2.016066353246536462e-08,5.157436788907393355e-06,1.383967167417953602e-06
4.740000000000000000e+02,2.010148957987318993e-08,5.058080197308722294e-06,1.366816693423043062e-06
4.750000000000000000e+02,2.004256597588116713e-08,4.961780438099988909e-06,1.349302093341362762e-06
4.760000000000000000e+02,1.998388682118712541e-08,4.868455074798387354e-06,1.331442025379031736e-06
4.770000000000000000e+02,1.992545100294476587e-08,4.778022853765536127e-06,1.313255467762474193e-06
4.780000000000000000e+02,1.986725740834662410e-08,4.690400809735850439e-06,1.294760927836771893e-06
4.790000000000000000e+02,1.980930962787281522e-08,4.605508798766134669e-06,1.275977688255665988e-06
4.800000000000000000e+02,1.975159478384138771e-08,4.523263334714602459e-06,1.256924107994261333e-06
4.810000000000000000e+02,1.969412585290033224e-08,4.443583691203259458e-06,1.237619308070394121e-06
4.820000000000000000e+02,1.963689466769351514e-08,4.366387512123665797e-06,1.218081956350198586e-06
4.830000000000000000e+02,1.957990011577563482e-08,4.291592480757730641e-06,1.198330729440488693e-06
4.840000000000000000e+02,1.952314108473918854e-08,4.219117821134688543e-06,1.178384733063586986e-06
4.850000000000000000e+02,1.946661646221452533e-08,4.148881211858327202e-06,1.158262640511863695e-06
4.860000000000000000e+02,1.941032974466648979e-08,4.080801822473045883e-06,1.137983539831824103e-06
4.870000000000000000e+02,1.935426829117365559e-08,4.014795899108463129e-06,1.117565702292289465e-06
4.880000000000000000e+02,1.929844479604471149e-08,3.950783101188368206e-06,1.097028350171666864e-06
4.890000000000000000e+02,1.924285123402954985e-08,3.888681612457610749e-06,1.076390292235171411e-06
4.900000000000000000e+02,1.918748649310985310e-08,3.828408710086784554e-06,1.055670085783564894e-06
4.910000000000000000e+02,1.913234946130408672e-08,3.769883074280062881e-06,1.034886676328754011e-06
4.920000000000000000e+02,1.907743902666749596e-08,3.713023359056197665e-06,1.014058999051244419e-06
4.930000000000000000e+02,1.902275407729210254e-08,3.657746890084614133e-06,9.932056246270114201e-07
4.940000000000000000e+02,1.896829575337692083e-08,3.603973188900575880e-06,9.723457208884575506e-07
4.950000000000000000e+02,1.891406292382504663e-08,3.551619592881801464e-06,9.514978600473123848e-07
4.960000000000000000e+02,1.886005221847910064e-08,3.500604323949771801e-06,9.306808548944461928e-07
4.970000000000000000e+02,1.880625805996207376e-08,3.450845195873703686e-06,9.099134096210179857e-07
4.980000000000000000e+02,1.875269273402399882e-08,3.402261664942423972e-06,8.892146605363946479e-07
4.990000000000000000e+02,1.869934173181366641e-08,3.354770728620625021e-06,8.686030946323129896e-07
5.000000000000000000e+02,1.864620840760690571e-08,3.308291026892603322e-06,8.480976310187157885e-07
5.010000000000000000e+02,1.859329389694788801e-08,3.262758002834904527e-06,8.277139601541633414e-07
5.020000000000000000e+02,1.854059286349579627e-08,3.218170123549199745e-06,8.074538139404106620e-07
5.030000000000000000e+02,1.848811103622676088e-08,3.174546547025738184e-06,7.873166848310713792e-07
5.040000000000000000e+02,1.843584312458238015e-08,3.131902584742223297e-06,7.673010959850218110e-07
5.050000000000000000e+02,1.838378825337447061e-08,3.090255832829957776e-06,7.474061416736855084e-07
5.060000000000000000e+02,1.833194554744212261e-08,3.049622397812591555e-06,7.276305513740330189e-07
5.070000000000000000e+02,1.828031847287661489e-08,3.010020213003860705e-06,7.079734940999666445e-07
5.080000000000000000e+02,1.822889745994422161e-08,2.971465036514797890e-06,6.884336199877835948e-07
5.090000000000000000e+02,1.817768814547757007e-08,2.933974424665582146e-06,6.690100046521893706e-07
5.100000000000000000e+02,1.812668533146603460e-08,2.897564176000142376e-06,6.497013191784277232e-07
5.110000000000000000e+02,1.807589460021962176e-08,2.862252521250135748e-06,6.305067867257533806e-07
5.120000000000000000e+02,1.802531075996853544e-08,2.828055607297900302e-06,6.114251579881776185e-07
5.130000000000000000e+02,1.797493293588874356e-08,2.794990278098480727e-06,5.924553427200419992e-07
5.140000000000000000e+02,1.792476025318265405e-08,2.763073377222082880e-06,5.735962507005260559e-07
5.150000000000000000e+02,1.787479608225984033e-08,2.732322072625837595e-06,5.548468576843605900e-07
5.160000000000000000e+02,1.782503104622741115e-08,2.702752554053859257e-06,5.362059393836190986e-07
5.170000000000000000e+02,1.777547063821006965e-08,2.674382628125893502e-06,5.176725968963260789e-07
5.180000000000000000e+02,1.772610975601520492e-08,2.647227858869062455e-06,4.992454895898627017e-07
5.190000000000000000e+02,1.767695383999436317e-08,2.621306042036228341e-06,4.809237120032125443e-07
5.200000000000000000e+02,1.762799779399540003e-08,2.596634010101676319e-06,4.627061675687730002e-07
5.210000000000000000e+02,1.757924074354686420e-08,2.573227984314534316e-06,4.445916541226939968e-07
5.220000000000000000e+02,1.753068181420290396e-08,2.551105420460533707e-06,4.265791895502052014e-07
5.230000000000000000e+02,1.748232013154331019e-08,2.530282550161078306e-06,4.086675803474713665e-07
5.240000000000000000e+02,1.743415896198077747e-08,2.510777116401539523e-06,3.908558823449395944e-07
5.250000000000000000e+02,1.738618707344663154e-08,2.492604760882779406e-06,3.731428155760445143e-07
5.260000000000000000e+02,1.733841599704404335e-08,2.475783513196373885e-06,3.555274718295814670e-07
5.270000000000000000e+02,1.729083864738201452e-08,2.460329616487957303e-06,3.380086683880902531e-07
5.280000000000000000e+02,1.724345415030528851e-08,2.446259910448750677e-06,3.205853154785727015e-07
5.290000000000000000e+02,1.719625754723239840e-08,2.433590945123194122e-06,3.032562873026126398e-07
5.300000000000000000e+02,1.714926021741066012e-08,2.422340427338919784e-06,2.860206022798896789e-07
5.310000000000000000e+02,1.710244903340623240e-08,2.412524327846807245e-06,2.688770625611510088e-07
5.320000000000000000e+02,1.705582720561402370e-08,2.404159774180928120e-06,2.518246145152400794e-07
5.330000000000000000e+02,1.700939386000276853e-08,2.397263604228572699e-06,2.348621684855819952e-07
5.340000000000000000e+02,1.696315013717873539e-08,2.391853224180344818e-06,2.179886866657870671e-07
5.350000000000000000e+02,1.691709514679273119e-08,2.387944616816361139e-06,2.012029957196664163e-07
5.360000000000000000e+02,1.687122198748314329e-08,2.385554620872680470e-06,1.845040120771988073e-07
5.370000000000000000e+02,1.682553781116529664e-08,2.384700640617775862e-06,1.678906920463664500e-07
5.380000000000000000e+02,1.678003772574872542e-08,2.385399512394611040e-06,1.513619401922358709e-07
5.390000000000000000e+02,1.673472085748075526e-08,2.387667505620990129e-06,1.349166290852413663e-07
5.400000000000000000e+02,1.668958633263266696e-08,2.391522024022277549e-06,1.185537033123620724e-07
5.410000000000000000e+02,1.664463723126007978e-08,2.396979905133984029e-06,1.022720676250032141e-07
5.420000000000000000e+02,1.659986476155344220e-08,2.404057129910408597e-06,8.607059615816206215e-08
5.430000000000000000e+02,1.655527398056031560e-08,2.412771675504051373e-06,6.994824433290860199e-08
5.440000000000000000e+02,1.651086007679931245e-08,2.423139519653217443e-06,5.390389210651899501e-08
5.450000000000000000e+02,1.646662805981992679e-08,2.435178072428724951e-06,3.793646489681748611e-08
5.460000000000000000e+02,1.642257312357619474e-08,2.448903882031047005e-06,2.204486511345079871e-08
5.470000000000000000e+02,1.637869439463204366e-08,2.464333490188292459e-06,6.228002762892052851e-09
5.480000000000000000e+02,1.633499099957456196e-08,2.481484315154502454e-06,-9.515208033831878595e-09
5.490000000000000000e+02,1.629146206501396602e-08,2.500372899818123153e-06,-2.518585910699867367e-08
5.500000000000000000e+02,1.624810671758362998e-08,2.521016077862754158e-06,-4.078503964440437577e-08
5.510000000000000000e+02,1.620492411275793330e-08,2.543421356761407276e-06,-5.631355453860853844e-08
5.520000000000000000e+02,1.616191736068191134e-08,2.567559551021626984e-06,-7.177108864294331282e-08
5.530000000000000000e+02,1.611907615744034128e-08,2.593390324627268629e-06,-8.715699500967695363e-08
5.540000000000000000e+02,1.607641130562231510e-08,2.620875473517698110e-06,-1.024706827473424925e-07
5.550000000000000000e+02,1.603391634592366931e-08,2.649975888456066496e-06,-1.177115408406490992e-07
5.560000000000000000e+02,1.599158677911039653e-08,2.680651506015495696e-06,-1.328789108410579762e-07
5.570000000000000000e+02,1.594942951299920190e-08,2.712864153830404616e-06,-1.479722182788774913e-07
5.580000000000000000e+02,1.590744003836138374e-08,2.746574726637148454e-06,-1.629908520964947867e-07
5.590000000000000000e+02,1.586561765503079599e-08,2.781743459549866023e-06,-1.779341588857828793e-07
5.600000000000000000e+02,1.582396542214806415e-08,2.818332230012135442e-06,-1.928015856665860625e-07
5.610000000000000000e+02,1.578247511117219869e-08,2.856300592290932634e-06,-2.075924278618759133e-07
5.620000000000000000e+02,1.574114979115144376e-08,2.895610438376606757e-06,-2.223061378181534644e-07
5.630000000000000000e+02,1.569999062694481482e-08,2.936222669803891770e-06,-2.369421043750280843e-07
5.640000000000000000e+02,1.565899318370974253e-08,2.978097127546629086e-06,-2.514996266237257491e-07
5.650000000000000000e+02,1.561816234173241176e-08,3.021196107089938740e-06,-2.659782043139651497e-07
5.660000000000000000e+02,1.557749367117935126e-08,3.065479800416844515e-06,-2.803771647027992333e-07
5.670000000000000000e+02,1.553698647214193283e-08,3.110909098424452775e-06,-2.946958913999558640e-07
5.680000000000000000e+02,1.549664004472875347e-08,3.157444892734932630e-06,-3.089337680266152684e-07
5.690000000000000000e+02,1.545645368906563540e-08,3.205048075695532450e-06,-3.230901782154110933e-07
5.700000000000000000e+02,1.541642670529560952e-08,3.253679540378570974e-06,-3.371645056104298772e-07
5.710000000000000000e+02,1.537655839357893191e-08,3.303300180581436883e-06,-3.511561338672112612e-07
5.720000000000000000e+02,1.533684805409307727e-08,3.353870890826597272e-06,-3.650644466527478841e-07
5.730000000000000000e+02,1.529729862149577763e-08,3.405353376140267704e-06,-3.788889177436732379e-07
5.740000000000000000e+02,1.525790030517247587e-08,3.457706925390963700e-06,-3.926287539012187224e-07
5.750000000000000000e+02,1.521866329479014092e-08,3.510893650241601080e-06,-4.062834739436851317e-07
5.760000000000000000e+02,1.517958143901091287e-08,3.564874467366028112e-06,-4.198524664244075947e-07
5.770000000000000000e+02,1.514065044087522670e-08,3.619608573214969877e-06,-4.333349137524223425e-07
5.780000000000000000e+02,1.510187680462961965e-08,3.675059429603325343e-06,-4.467305039636316933e-07
5.790000000000000000e+02,1.506325622412029175e-08,3.731186221374970737e-06,-4.600384162827877794e-07
5.800000000000000000e+02,1.502478799977033409e-08,3.787950729822526463e-06,-4.732581422314340452e-07
5.810000000000000000e+02,1.498647143201940121e-08,3.845312962215098575e-06,-4.863889545667315012e-07
5.820000000000000000e+02,1.494830582132369127e-08,3.903234728235763088e-06,-4.994303511204535069e-07
5.830000000000000000e+02,1.491029401088282514e-08,3.961676951379482242e-06,-5.123817202734617600e-07
5.840000000000000000e+02,1.487242820675637479e-08,4.020599121998090028e-06,-5.252422629933093532e-07
5.850000000000000000e+02,1.483471478599842981e-08,4.079964042593387778e-06,-5.380116097733172033e-07
5.860000000000000000e+02,1.479714423265327205e-08,4.139731183863750494e-06,-5.506889570143698526e-07
5.870000000000000000e+02,1.475972640838380303e-08,4.199862428838754777e-06,-5.632738179175787908e-07
5.880000000000000000e+02,1.472245182843700816e-08,4.260317185627899252e-06,-5.757653753366712756e-07
5.890000000000000000e+02,1.468532679868528783e-08,4.321058373145266676e-06,-5.881632839300434911e-07
5.900000000000000000e+02,1.464834711278671310e-08,4.382045900354742260e-06,-6.004667935158336843e-07
5.910000000000000000e+02,1.461151207144888548e-08,4.443240675661322173e-06,-6.126752878752376695e-07
5.920000000000000000e+02,1.457482097539531978e-08,4.504603608139300069e-06,-6.247881508000229735e-07
5.930000000000000000e+02,1.453827312536541929e-08,4.566095607532266237e-06,-6.368047660925294707e-07
5.940000000000000000e+02,1.450186782211448736e-08,4.627677584253113530e-06,-6.487245175656693830e-07
5.950000000000000000e+02,1.446560780371915724e-08,4.689311006987121659e-06,-6.605468675881490127e-07
5.960000000000000000e+02,1.442948548779183385e-08,4.750955679612133528e-06,-6.722710442980355297e-07
5.970000000000000000e+02,1.439350362103800742e-08,4.812573064816294973e-06,-6.838965086789966071e-07
5.980000000000000000e+02,1.435766321013326402e-08,4.874125234858138720e-06,-6.954228099728437980e-07
5.990000000000000000e+02,1.432196013996625831e-08,4.935570799764317080e-06,-7.068490039900239041e-07
6.000000000000000000e+02,1.428639881631052541e-08,4.996872412667127223e-06,-7.181747226509952791e-07
6.010000000000000000e+02,1.425097514708216924e-08,5.057997846524275831e-06,-7.293993147747186803e-07
6.020000000000000000e+02,1.421568852658737624e-08,5.118941001426541435e-06,-7.405217967122023682e-07
6.030000000000000000e+02,1.418053499809318861e-08,5.179703787471180724e-06,-7.515413139326357546e-07
6.040000000000000000e+02,1.414552072233437035e-08,5.240289984280005081e-06,-7.624572839931303054e-07
6.050000000000000000e+02,1.411064173426940261e-08,5.300699675826372659e-06,-7.732685882550975791e-07
6.060000000000000000e+02,1.407590079182892091e-08,5.360936684785344678e-06,-7.839746520197887929e-07
6.070000000000000000e+02,1.404129061002762084e-08,5.421001051825236206e-06,-7.945743488858410292e-07
6.080000000000000000e+02,1.400681395505964415e-08,5.480894687135251052e-06,-8.050668245414353865e-07
6.090000000000000000e+02,1.397247023998636276e-08,5.540620818733886148e-06,-8.154514187059905481e-07
6.100000000000000000e+02,1.393826219015346500e-08,5.600180733543430573e-06,-8.257271863907229902e-07
6.110000000000000000e+02,1.390418093392877628e-08,5.659576363094916720e-06,-8.358932771076713127e-07
6.120000000000000000e+02,1.387023580915237812e-08,5.718810318955949251e-06,-8.459489409809521328e-07
6.130000000000000000e+02,1.383642126062239045e-08,5.777883866582550200e-06,-8.558932293177551292e-07
6.140000000000000000e+02,1.380273342142127196e-08,5.836797549147438860e-06,-8.657250857296972537e-07
6.150000000000000000e+02,1.376917827300633847e-08,5.895556060437547780e-06,-8.754440692346306670e-07
6.160000000000000000e+02,1.373575194049691160e-08,5.954159957582157278e-06,-8.850491258103464711e-07
6.170000000000000000e+02,1.370245383714745868e-08,6.012611171870989379e-06,-8.945394050105167352e-07
6.180000000000000000e+02,1.366928337622467772e-08,6.070911634563477904e-06,-9.039140564021839437e-07
6.190000000000000000e+02,1.363623997100749577e-08,6.129063276888771009e-06,-9.131722295657619487e-07
6.200000000000000000e+02,1.360332303478707223e-08,6.187068030045724414e-06,-9.223130740950345941e-07
6.210000000000000000e+02,1.357053198086678727e-08,6.244927825202913256e-06,-9.313357395971578327e-07
6.220000000000000000e+02,1.353786943988793780e-08,6.302646092549816211e-06,-9.402395993236973286e-07
6.230000000000000000e+02,1.350532838281027495e-08,6.360221778792042420e-06,-9.490233577365267644e-07
6.240000000000000000e+02,1.347291144804568985e-08,6.417658300325495614e-06,-9.576863859951993489e-07
6.250000000000000000e+02,1.344061964607816109e-08,6.474958358224410982e-06,-9.662279486676058635e-07
6.260000000000000000e+02,1.340844919219400007e-08,6.532122350254869326e-06,-9.746469666143191829e-07
6.270000000000000000e+02,1.337640427976543503e-08,6.589153754226479785e-06,-9.829428203097976929e-07
6.280000000000000000e+02,1.334448112800434001e-08,6.646054521405939984e-06,-9.911146623712926136e-07
6.290000000000000000e+02,1.331267598647636042e-08,6.702824211525829860e-06,-9.991612888627888934e-07
6.300000000000000000e+02,1.328099460403710614e-08,6.759467126586016999e-06,-1.007082203071769088e-06
6.310000000000000000e+02,1.324943322273341223e-08,6.815985217626961608e-06,-1.014876557520679408e-06
6.320000000000000000e+02,1.321799125608760858e-08,6.872378800949138337e-06,-1.022543261438532747e-06
6.330000000000000000e+02,1.318666811763369168e-08,6.928651435199035330e-06,-1.030081706819528746e-06
6.340000000000000000e+02,1.315546322091733612e-08,6.984803409779651902e-06,-1.037490799269462139e-06
6.350000000000000000e+02,1.312437597949589298e-08,7.040838310061587605e-06,-1.044769934395759128e-06
6.360000000000000000e+02,1.309340891885636441e-08,7.096758086680984176e-06,-1.051918264509983729e-06
6.370000000000000000e+02,1.306255522142595125e-08,7.152562138219570010e-06,-1.058934564028169304e-06
6.380000000000000000e+02,1.303181742005999858e-08,7.208254927278897200e-06,-1.065818357998392037e-06
6.390000000000000000e+02,1.300119801841010097e-08,7.263838404288130745e-06,-1.072568798628899526e-06
6.400000000000000000e+02,1.297068870135482507e-08,7.319311908103055063e-06,-1.079184653001353450e-06
6.410000000000000000e+02,1.294029814185180971e-08,7.374680837957653475e-06,-1.085665582692716800e-06
6.420000000000000000e+02,1.291001805012707919e-08,7.429944512848707856e-06,-1.092010352447734789e-06
6.430000000000000000e+02,1.287985398391058763e-08,7.485106623917316896e-06,-1.098218371028366673e-06
6.440000000000000000e+02,1.284980228134073016e-08,7.540168224457262441e-06,-1.104288659080035088e-06
6.450000000000000000e+02,1.281986235617072761e-08,7.595131244811992647e-06,-1.110220366379467745e-06
6.460000000000000000e+02,1.279003058220256446e-08,7.649995795623020385e-06,-1.116012377254074831e-06
6.470000000000000000e+02,1.276031246018546295e-08,7.704767433492671033e-06,-1.121664371082471601e-06
6.480000000000000000e+02,1.273070435686851328e-08,7.759446282064224316e-06,-1.127175233595309610e-06
6.490000000000000000e+02,1.270120568604954117e-08,7.814034271570526215e-06,-1.132544114618141242e-06
6.500000000000000000e+02,1.267181887345958687e-08,7.868534268058786132e-06,-1.137770299309061229e-06
6.510000000000000000e+02,1.264253732053495478e-08,7.922944303547851881e-06,-1.142852840546850954e-06
6.520000000000000000e+02,1.261336355202916943e-08,7.977257072852956220e-06,-1.147791888210527553e-06
6.530000000000000000e+02,1.258429709221761924e-08,8.031462308614635226e-06,-1.152587630544071290e-06
6.540000000000000000e+02,1.255534044967747476e-08,8.085551666952552009e-06,-1.157240531064806145e-06
6.550000000000000000e+02,1.252648717327260882e-08,8.139511046977579572e-06,-1.161750228533080096e-06
6.560000000000000000e+02,1.249774126378226157e-08,8.193333066719552224e-06,-1.166117324047973719e-06
6.570000000000000000e+02,1.246909927149096466e-08,8.247005516805420847e-06,-1.170341728956282626e-06
6.580000000000000000e+02,1.244056516651028006e-08,8.300521073187719525e-06,-1.174424049030983010e-06
6.590000000000000000e+02,1.241213255229148614e-08,8.353865533088263357e-06,-1.178363914703552536e-06
6.600000000000000000e+02,1.238380686061169565e-08,8.407031591849058278e-06,-1.182161933199814824e-06
6.610000000000000000e+02,1.235558465882500041e-08,8.460009002190235701e-06,-1.185818294048600016e-06
6.620000000000000000e+02,1.232746547136093556e-08,8.512785491820087173e-06,-1.189332903757282202e-06
6.630000000000000000e+02,1.229944882265759428e-08,8.565352813447870377e-06,-1.192706232958475147e-06
6.640000000000000000e+02,1.227153132019293306e-08,8.617697644946732978e-06,-1.195938044234921199e-06
6.650000000000000000e+02,1.224371832895767404e-08,8.669812776913854695e-06,-1.199028951330216605e-06
6.660000000000000000e+02,1.221600935362142866e-08,8.721688999771112831e-06,-1.201979286473037962e-06
6.670000000000000000e+02,1.218839810451331335e-08,8.773312954432002590e-06,-1.204788809929136325e-06
6.680000000000000000e+02,1.216088701648491639e-08,8.824674357103245293e-06,-1.207457708798607211e-06
6.690000000000000000e+02,1.213347561402572700e-08,8.875765035728478097e-06,-1.209986458116876849e-06
6.700000000000000000e+02,1.210616342163381223e-08,8.926572619953909127e-06,-1.212374958479983960e-06
6.710000000000000000e+02,1.207895283509761089e-08,8.977090030085190797e-06,-1.214623830594705462e-06
6.720000000000000000e+02,1.205183762993609038e-08,9.027303816049778672e-06,-1.216732829944920424e-06
6.730000000000000000e+02,1.202482020841060280e-08,9.077203695242118918e-06,-1.218702143868203390e-06
6.740000000000000000e+02,1.199790152108010003e-08,9.126782642160064603e-06,-1.220532395325936045e-06
6.750000000000000000e+02,1.197108108294027784e-08,9.176028244800961417e-06,-1.222223482909670160e-06
6.760000000000000000e+02,1.194435415003964893e-08,9.224928044252503120e-06,-1.223775303529364383e-06
6.770000000000000000e+02,1.191772593202115236e-08,9.273476153747380813e-06,-1.225188627129127496e-06
6.780000000000000000e+02,1.189119310782899889e-08,9.321660126279862683e-06,-1.226463350984244093e-06
6.790000000000000000e+02,1.186475238164170025e-08,9.369468583394050630e-06,-1.227599517103421402e-06
6.800000000000000000e+02,1.183840892528783562e-08,9.416893484515832978e-06,-1.228597605429517779e-06
6.810000000000000000e+02,1.181215943668958252e-08,9.463923457144674919e-06,-1.229457658102051350e-06
6.820000000000000000e+02,1.178600344051381571e-08,9.510548237686431480e-06,-1.230179863141090702e-06
6.830000000000000000e+02,1.175994046143549814e-08,9.556757562678861045e-06,-1.230764408564307742e-06
6.840000000000000000e+02,1.173397002413773387e-08,9.602541168791610111e-06,-1.231211482386974944e-06
6.850000000000000000e+02,1.170809165331172672e-08,9.647888792826238700e-06,-1.231521272621967466e-06
6.860000000000000000e+02,1.168230487365679845e-08,9.692790171716191556e-06,-1.231693967279761460e-06
6.870000000000000000e+02,1.165660920988038382e-08,9.737235042526823557e-06,-1.231729754368434914e-06
6.880000000000000000e+02,1.163100695170228621e-08,9.781214305929385045e-06,-1.231628968395753526e-06
6.890000000000000000e+02,1.160549208778391057e-08,9.824715377483209762e-06,-1.231391504333051522e-06
6.900000000000000000e+02,1.158006691393632733e-08,9.867729152887215620e-06,-1.231017696694855618e-06
6.910000000000000000e+02,1.155473370180596628e-08,9.910247727400314988e-06,-1.230508026219922587e-06
6.920000000000000000e+02,1.152948647633714178e-08,9.952256133413233066e-06,-1.229862095271133028e-06
6.930000000000000000e+02,1.150432888267723384e-08,9.993747645097493133e-06,-1.229080530904117365e-06
6.940000000000000000e+02,1.147925770766900736e-08,1.003470962776742892e-05,-1.228163228599097262e-06
6.950000000000000000e+02,1.145427656961332335e-08,1.007513540029724926e-05,-1.227110814574507425e-06
6.960000000000000000e+02,1.142938225840527459e-08,1.011501111978928047e-05,-1.225923038490876680e-06
6.970000000000000000e+02,1.140457158761800221e-08,1.015432651018242310e-05,-1.224600088706714312e-06
6.980000000000000000e+02,1.137984951052854508e-08,1.019307493345158661e-05,-1.223142590166052026e-06
6.990000000000000000e+02,1.135521283483870974e-08,1.023124250436047562e-05,-1.221550293789964824e-06
7.000000000000000000e+02,1.133066108542136044e-08,1.026882016935862575e-05,-1.219823533177650210e-06
7.010000000000000000e+02,1.130619380406269860e-08,1.030580053993146606e-05,-1.217962774555552485e-06
7.020000000000000000e+02,1.128181060017876751e-08,1.034217914171599980e-05,-1.215968582930043705e-06
7.030000000000000000e+02,1.125751110009745209e-08,1.037795805078855937e-05,-1.213842236211302566e-06
7.040000000000000000e+02,1.123329493015266903e-08,1.041313442235664324e-05,-1.211584433746747781e-06
7.050000000000000000e+02,1.120916171668435033e-08,1.044771034954485320e-05,-1.209196452412797320e-06
7.060000000000000000e+02,1.118511108603845147e-08,1.048168297081713671e-05,-1.206678992605207211e-06
7.070000000000000000e+02,1.116114266456696306e-08,1.051505439577416713e-05,-1.204033330042128691e-06
7.080000000000000000e+02,1.113725607862789262e-08,1.054782174670890807e-05,-1.201260166291220480e-06
7.090000000000000000e+02,1.111345359678018192e-08,1.057998840769437846e-05,-1.198360918343788584e-06
7.100000000000000000e+02,1.108972955537439860e-08,1.061155023437319665e-05,-1.195336145788240338e-06
7.110000000000000000e+02,1.106608622863034953e-08,1.064250683533529172e-05,-1.192186837974890874e-06
7.120000000000000000e+02,1.104252586829329140e-08,1.067286162849174419e-05,-1.188914408625599820e-06
7.130000000000000000e+02,1.101904284445228710e-08,1.070261043567462583e-05,-1.185519420527762570e-06
7.140000000000000000e+02,1.099564072157457696e-08,1.073175541941819590e-05,-1.182003144349086464e-06
7.150000000000000000e+02,1.097231650905564137e-08,1.076029236967987849e-05,-1.178366146484120866e-06
7.160000000000000000e+02,1.094907374638296301e-08,1.078822601964013323e-05,-1.174609976708699470e-06
7.170000000000000000e+02,1.092590944578736910e-08,1.081555343569116619e-05,-1.170735341961722532e-06
7.180000000000000000e+02,1.090282064153285847e-08,1.084227294770919925e-05,-1.166743091594748545e-06
7.190000000000000000e+02,1.087981214997848436e-08,1.086838675187709404e-05,-1.162634491826078796e-06
7.200000000000000000e+02,1.085688099992067602e-08,1.089389318126231820e-05,-1.158410391510101131e-06
7.210000000000000000e+02,1.083402681785013563e-08,1.091879185555848118e-05,-1.154071778760985836e-06
7.220000000000000000e+02,1.081124923026323818e-08,1.094308239446361223e-05,-1.149619641681630244e-06
7.230000000000000000e+02,1.078854786366202485e-08,1.096676441768013163e-05,-1.145054968363658953e-06
7.240000000000000000e+02,1.076591978483456114e-08,1.098983493015301955e-05,-1.140378475562315182e-06
7.250000000000000000e+02,1.074336974508534797e-08,1.101229877576500533e-05,-1.135591695135016867e-06
7.260000000000000000e+02,1.072089735487800985e-08,1.103415427762771431e-05,-1.130695477213801741e-06
7.270000000000000000e+02,1.069849713735339251e-08,1.105539843267106893e-05,-1.125690540227164354e-06
7.280000000000000000e+02,1.067617127340973736e-08,1.107603217067657936e-05,-1.120578007303736131e-06
7.290000000000000000e+02,1.065391938958310255e-08,1.109605511137313226e-05,-1.115358866467383693e-06
7.300000000000000000e+02,1.063174111241523061e-08,1.111546687449401887e-05,-1.110034105730701134e-06
7.310000000000000000e+02,1.060963859108152987e-08,1.113426972895550372e-05,-1.104604975913847038e-06
7.320000000000000000e+02,1.058760640165010175e-08,1.115245800047764236e-05,-1.099071938053462016e-06
7.330000000000000000e+02,1.056564669855385501e-08,1.117003395350473298e-05,-1.093436244238455613e-06
7.340000000000000000e+02,1.054376161534972767e-08,1.118699853866099507e-05,-1.087699011835856021e-06
7.350000000000000000e+02,1.052194575944485239e-08,1.120334871590372715e-05,-1.081860969309378515e-06
7.360000000000000000e+02,1.050020251792921067e-08,1.121908810324065436e-05,-1.075923490684013432e-06
