ell,TT,EE,BB,TE
4.400000000000000000e+02,2.002218565130576508e+03,1.708400773844368459e+01,4.821434060732414373e-02,-7.235878066934436958e+01
4.410000000000000000e+02,2.012449240288321334e+03,1.693343854962180828e+01,4.838637742668214226e-02,-7.310353910940226285e+01
4.420000000000000000e+02,2.022807259023043798e+03,1.678102344114409306e+01,4.855932488784953094e-02,-7.381510947904997977e+01
4.430000000000000000e+02,2.033292877744350790e+03,1.662691159429730092e+01,4.873317473136099670e-02,-7.449311827408051556e+01
4.440000000000000000e+02,2.043891500530158737e+03,1.647117784898602721e+01,4.890791804697459944e-02,-7.513741465210689796e+01
4.450000000000000000e+02,2.054595964034661847e+03,1.631382270351032560e+01,4.908354528513243081e-02,-7.574777328909134155e+01
4.460000000000000000e+02,2.065399108982668167e+03,1.615506944838924852e+01,4.926004626958092186e-02,-7.632396865345687331e+01
4.470000000000000000e+02,2.076293780002569747e+03,1.599491846519620708e+01,4.943741021092947635e-02,-7.686607213077945744e+01
4.480000000000000000e+02,2.087287682149330521e+03,1.583351864395935849e+01,4.961562572130589349e-02,-7.737393203002795872e+01
4.490000000000000000e+02,2.098366238966392302e+03,1.567094453258062003e+01,4.979468082965978620e-02,-7.784747070840968775e+01
4.500000000000000000e+02,2.109522305691764814e+03,1.550719633680140319e+01,4.997456299776806971e-02,-7.828668456228663786e+01
4.510000000000000000e+02,2.120756214693432867e+03,1.534249639647347685e+01,5.015525913706957162e-02,-7.869149222466251103e+01
4.520000000000000000e+02,2.132068483823279166e+03,1.517684151135632931e+01,5.033675562568445255e-02,-7.906172487674636784e+01
4.530000000000000000e+02,2.143437394243756899e+03,1.501037633195123711e+01,5.051903832613049289e-02,-7.939728448564829932e+01
4.540000000000000000e+02,2.154863514678302636e+03,1.484317116686822580e+01,5.070209260288791736e-02,-7.969799845514070569e+01
4.550000000000000000e+02,2.166332559444763319e+03,1.467529626650019026e+01,5.088590334059295978e-02,-7.996376818401395781e+01
4.560000000000000000e+02,2.177837673290837301e+03,1.450682182323780189e+01,5.107045496191681827e-02,-8.019442049051538390e+01
4.570000000000000000e+02,2.189372002829888061e+03,1.433781797172745698e+01,5.125573144550887167e-02,-8.038985617089322488e+01
4.580000000000000000e+02,2.200921267979446839e+03,1.416842907267539609e+01,5.144171634373476132e-02,-8.054982714052590609e+01
4.590000000000000000e+02,2.212471190104166908e+03,1.399872514618820496e+01,5.162839280010810689e-02,-8.067445641017562252e+01
4.600000000000000000e+02,2.224037205214720871e+03,1.382877615566480145e+01,5.181574356641321932e-02,-8.076386666031454808e+01
4.610000000000000000e+02,2.235590180269539360e+03,1.365865200823022541e+01,5.200375101932667304e-02,-8.081736311454037036e+01
4.620000000000000000e+02,2.247152981539722532e+03,1.348857112221881316e+01,5.219239717635947712e-02,-8.083722199025470445e+01
4.630000000000000000e+02,2.258696477525647879e+03,1.331860329368650753e+01,5.238166371138296140e-02,-8.082200497559917096e+01
4.640000000000000000e+02,2.270243535689915007e+03,1.314881826398259612e+01,5.257153196926320909e-02,-8.077250190193008450e+01
4.650000000000000000e+02,2.281765025393471660e+03,1.297936000386301636e+01,5.276198297980649876e-02,-8.068875939611046988e+01
4.660000000000000000e+02,2.293276386299367459e+03,1.281029814714013249e+01,5.295299747087612446e-02,-8.057156654307217991e+01
4.670000000000000000e+02,2.304763344732245059e+03,1.264177655838623515e+01,5.314455588063297237e-02,-8.042022637337794322e+01
4.680000000000000000e+02,2.316211626953323503e+03,1.247386476667044697e+01,5.333663836883218573e-02,-8.023552719608690609e+01
4.690000000000000000e+02,2.327621815747237179e+03,1.230663224984602344e+01,5.352922482735034820e-02,-8.001751408657824527e+01
4.700000000000000000e+02,2.338979636919990753e+03,1.214014843537795940e+01,5.372229488951110743e-02,-7.976623171461244510e+01
4.710000000000000000e+02,2.350270815911176214e+03,1.197455698471493513e+01,5.391582793871803336e-02,-7.948098150248550553e+01
4.720000000000000000e+02,2.361495934418952402e+03,1.181000151069796011e+01,5.410980311597043957e-02,-7.916329295845595482e+01
4.730000000000000000e+02,2.372640716936198260e+03,1.164647701150726711e+01,5.430419932660868892e-02,-7.881172382505012308e+01
4.740000000000000000e+02,2.383705744101112032e+03,1.148405272216216488e+01,5.449899524596364675e-02,-7.842854558792683406e+01
4.750000000000000000e+02,2.394684167608164898e+03,1.132294639905524747e+01,5.469416932432231981e-02,-7.801231511943200303e+01
4.760000000000000000e+02,2.405576566881969939e+03,1.116322718701300865e+01,5.488969979094632939e-02,-7.756381735277460621e+01
4.770000000000000000e+02,2.416368664011003148e+03,1.100488990390691768e+01,5.508556465735292562e-02,-7.708383677110529675e+01
4.780000000000000000e+02,2.427068465493782242e+03,1.084815217580911018e+01,5.528174171990530433e-02,-7.657241456682939429e+01
4.790000000000000000e+02,2.437676548842483953e+03,1.069308302066188254e+01,5.547820856174949522e-02,-7.603063144019580477e+01
4.800000000000000000e+02,2.448171205895939693e+03,1.053982570000259500e+01,5.567494255410901371e-02,-7.545793338793384919e+01
4.810000000000000000e+02,2.458567869643070935e+03,1.038830058620541408e+01,5.587192085718652168e-02,-7.485510303828503709e+01
4.820000000000000000e+02,2.468837402398550694e+03,1.023879943178658536e+01,5.606912042059337270e-02,-7.422247684208687701e+01
4.830000000000000000e+02,2.478987807689875353e+03,1.009131681919977019e+01,5.626651798336520377e-02,-7.356046505265322821e+01
4.840000000000000000e+02,2.489004803494525277e+03,9.945995863200094433e+00,5.646409007401891750e-02,-7.286947743786090825e+01
4.850000000000000000e+02,2.498874107333560914e+03,9.802905361716462096e+00,5.666181301016249422e-02,-7.214984899246982764e+01
4.860000000000000000e+02,2.508603721367754133e+03,9.662114080763041457e+00,5.685966289830025194e-02,-7.140206278469356960e+01
4.870000000000000000e+02,2.518179362342810691e+03,9.523690755876820901e+00,5.705761563354000421e-02,-7.062645281850012680e+01
4.880000000000000000e+02,2.527594175037257628e+03,9.387852660587283182e+00,5.725564689964709325e-02,-6.982357544768950675e+01
4.890000000000000000e+02,2.536856160658548561e+03,9.254519906892630488e+00,5.745373216910160813e-02,-6.899398652221263717e+01
4.900000000000000000e+02,2.545951035135470647e+03,9.123909714796001325e+00,5.765184670375209791e-02,-6.813816710176315894e+01
4.910000000000000000e+02,2.554879370909709905e+03,8.996090712830950409e+00,5.784996555583889893e-02,-6.725674630365332973e+01
4.920000000000000000e+02,2.563641740271205890e+03,8.871057223127648328e+00,5.804806356949159668e-02,-6.635012988295039804e+01
4.930000000000000000e+02,2.572238715388491073e+03,8.748952113506087258e+00,5.824611538296864399e-02,-6.541902021492920483e+01
4.940000000000000000e+02,2.580663439982255113e+03,8.629918232077967488e+00,5.844409543152401243e-02,-6.446374774177647282e+01
4.950000000000000000e+02,2.588909057691927956e+03,8.514024125371177476e+00,5.864197795106727840e-02,-6.348508808964225381e+01
4.960000000000000000e+02,2.596976140433932414e+03,8.401264039975817610e+00,5.883973698273289171e-02,-6.248344494893812850e+01
4.970000000000000000e+02,2.604850403349797944e+03,8.291780774715961755e+00,5.903734637828715603e-02,-6.145944434148935187e+01
4.980000000000000000e+02,2.612532418196196431e+03,8.185642831823445320e+00,5.923477980663056225e-02,-6.041371176946992705e+01
4.990000000000000000e+02,2.620015328272791976e+03,8.082918702138094602e+00,5.943201076115257192e-02,-5.934679793165677353e+01
5.000000000000000000e+02,2.627292276740142825e+03,7.983751150323127987e+00,5.962901256832263408e-02,-5.825917872350365201e+01
5.010000000000000000e+02,2.634356431893130775e+03,7.888134071253666058e+00,5.982575839722137356e-02,-5.715154587740376968e+01
5.020000000000000000e+02,2.641208491407222027e+03,7.796208741273463971e+00,6.002222127018688042e-02,-5.602456463047427349e+01
5.030000000000000000e+02,2.647841749619491566e+03,7.707967570432847637e+00,6.021837407475923165e-02,-5.487874464101610528e+01
5.040000000000000000e+02,2.654256928832982339e+03,7.623625816598418758e+00,6.041418957650492028e-02,-5.371496646853879042e+01
5.050000000000000000e+02,2.660462179225842192e+03,7.543101602712250831e+00,6.060964043311342642e-02,-5.253381302393017904e+01
5.060000000000000000e+02,2.666443365347773579e+03,7.466535903096486848e+00,6.080469920954510027e-02,-5.133594098898775826e+01
5.070000000000000000e+02,2.672208636107576240e+03,7.394010267940553938e+00,6.099933839416327858e-02,-5.012200653526139860e+01
5.080000000000000000e+02,2.677751282896901557e+03,7.325591395208094880e+00,6.119353041604418120e-02,-4.889273961022695403e+01
5.090000000000000000e+02,2.683064596155209983e+03,7.261331132450572490e+00,6.138724766319335335e-02,-4.764879537327707482e+01
5.100000000000000000e+02,2.688164150275019892e+03,7.201288763679062122e+00,6.158046250167715369e-02,-4.639090276604526508e+01
5.110000000000000000e+02,2.693028376645125263e+03,7.145516154491449612e+00,6.177314729567717766e-02,-4.511964166553844535e+01
5.120000000000000000e+02,2.697672846989809386e+03,7.094065182256501956e+00,6.196527442829515009e-02,-4.383574002210589526e+01
5.130000000000000000e+02,2.702083418045666349e+03,7.047002594653450025e+00,6.215681632318695304e-02,-4.253992529670897937e+01
5.140000000000000000e+02,2.706260801485457705e+03,7.004380298114956993e+00,6.234774546670999312e-02,-4.123277589850349756e+01
5.150000000000000000e+02,2.710205707034262559e+03,6.966242788025333255e+00,6.253803443070699020e-02,-3.991501832374607517e+01
5.160000000000000000e+02,2.713918842281484558e+03,6.932649435622701084e+00,6.272765589577007639e-02,-3.858745287749309938e+01
5.170000000000000000e+02,2.717393484139065094e+03,6.903637348101994142e+00,6.291658267485407408e-02,-3.725065654509288038e+01
5.180000000000000000e+02,2.720622906997833525e+03,6.879265940572894422e+00,6.310478773716367284e-02,-3.590542869899915246e+01
5.190000000000000000e+02,2.723615239232895874e+03,6.859572367816292982e+00,6.329224423221799234e-02,-3.455249397085082563e+01
5.200000000000000000e+02,2.726356321257288982e+03,6.844601239544191529e+00,6.347892551396148997e-02,-3.319250225784818298e+01
5.210000000000000000e+02,2.728854275429607242e+03,6.834404622258899664e+00,6.366480516480309271e-02,-3.182625157991760645e+01
5.220000000000000000e+02,2.731102364111311090e+03,6.829019756060874080e+00,6.384985701971916672e-02,-3.045439095263438389e+01
5.230000000000000000e+02,2.733093846179428510e+03,6.828483913207104905e+00,6.403405518976133803e-02,-2.907764324493320274e+01
5.240000000000000000e+02,2.734844261894324063e+03,6.832819543266561269e+00,6.421737408542554926e-02,-2.769680518657544965e+01
5.250000000000000000e+02,2.736339434270938000e+03,6.842056560024324163e+00,6.439978843969322575e-02,-2.631252452536763897e+01
5.260000000000000000e+02,2.737594895710853962e+03,6.856217486631641655e+00,6.458127333023128136e-02,-2.492552288564764140e+01
5.270000000000000000e+02,2.738603889388752577e+03,6.875332314152837299e+00,6.476180420121510628e-02,-2.353652149300783591e+01
5.280000000000000000e+02,2.739367082500745255e+03,6.899431075057060880e+00,6.494135688421980024e-02,-2.214631546626446124e+01
5.290000000000000000e+02,2.739885137771525933e+03,6.928528988354337059e+00,6.511990761836315700e-02,-2.075547669214967073e+01
5.300000000000000000e+02,2.740166141672936192e+03,6.962641318126154388e+00,6.529743306981544704e-02,-1.936494810226312069e+01
5.310000000000000000e+02,2.740195890902969040e+03,7.001798232049517345e+00,6.547391034988322978e-02,-1.797537513070498960e+01
5.320000000000000000e+02,2.739989890729882518e+03,7.046000233110733646e+00,6.564931703246938699e-02,-1.658769999146967322e+01
5.330000000000000000e+02,2.739541356445775364e+03,7.095262731513619414e+00,6.582363117027921484e-02,-1.520249313650976397e+01
5.340000000000000000e+02,2.738843498336086213e+03,7.149601189776022991e+00,6.599683130995308289e-02,-1.382069610055489939e+01
5.350000000000000000e+02,2.737911806662921663e+03,7.209038552866431360e+00,6.616889650608588636e-02,-1.244295295958537650e+01
5.360000000000000000e+02,2.736732053159963016e+03,7.273575536577948419e+00,6.633980633391446669e-02,-1.107020460904530346e+01
5.370000000000000000e+02,2.735319717795380257e+03,7.343212914341202158e+00,6.650954090101864058e-02,-9.703020222705516673e+00
5.380000000000000000e+02,2.733667990295306936e+03,7.417958947323421981e+00,6.667808085758235304e-02,-8.342191531256405668e+00
5.390000000000000000e+02,2.731784911884552912e+03,7.497799672761405354e+00,6.684540740565068917e-02,-6.988509982556210254e+00
5.400000000000000000e+02,2.729656233538912602e+03,7.582736047431286153e+00,6.701150230690053333e-02,-5.642618185560198896e+00
5.410000000000000000e+02,2.727304842804521286e+03,7.672776520999726735e+00,6.717634788946684476e-02,-4.305232771936660541e+00
5.420000000000000000e+02,2.724723908676392057e+03,7.767907324306492001e+00,6.733992705348340602e-02,-2.977144407345483135e+00
5.430000000000000000e+02,2.721906595043142715e+03,7.868122184430008659e+00,6.750222327541967327e-02,-1.659017237426220648e+00
5.440000000000000000e+02,2.718868345793844583e+03,7.973414897981225380e+00,6.766322061140417343e-02,-3.515597514611271124e-01
5.450000000000000000e+02,2.715609743134551536e+03,8.083749619325406144e+00,6.782290369935377317e-02,9.445717744121235881e-01
5.460000000000000000e+02,2.712123936017274445e+03,8.199127717334205201e+00,6.798125776031534173e-02,2.228713838477204945e+00
5.470000000000000000e+02,2.708418925279543146e+03,8.319513493459284703e+00,6.813826859860920571e-02,3.500188273015826912e+00
5.480000000000000000e+02,2.704495278691656495e+03,8.444826754932897472e+00,6.829392260119250546e-02,4.758346802187851665e+00
5.490000000000000000e+02,2.700353559413144922e+03,8.575210236901108729e+00,6.844820673629341268e-02,6.002501946007319233e+00
5.500000000000000000e+02,2.695994326106168046e+03,8.710435335900506004e+00,6.860110855111327399e-02,7.231997577161465074e+00
5.510000000000000000e+02,2.691432911958198929e+03,8.850645428719973395e+00,6.875261616906452877e-02,8.446145050962869050e+00
5.520000000000000000e+02,2.686654621313085499e+03,8.995688769423445308e+00,6.890271828626480521e-02,9.644269327573002926e+00
5.530000000000000000e+02,2.681674389993340810e+03,9.145562744662543153e+00,6.905140416764667111e-02,1.082569625165774241e+01
5.540000000000000000e+02,2.676499721477262483e+03,9.300264825675034430e+00,6.919866364262743097e-02,1.198976662679794991e+01
5.550000000000000000e+02,2.671123258681269363e+03,9.459718286120965658e+00,6.934448710036819619e-02,1.313579906056939706e+01
5.560000000000000000e+02,2.665545069143604906e+03,9.623920770390668622e+00,6.948886548500581017e-02,1.426311966465299541e+01
5.570000000000000000e+02,2.659787501857022562e+03,9.792795727866277389e+00,6.963179029048642554e-02,1.537112889657801240e+01
5.580000000000000000e+02,2.653835760597055469e+03,9.966340981155040524e+00,6.977325355561511677e-02,1.645912326579253104e+01
5.590000000000000000e+02,2.647697330851298375e+03,1.014448016027372645e+01,6.991324785878562376e-02,1.752662959579054913e+01
5.600000000000000000e+02,2.641372266541631234e+03,1.032721127080230694e+01,7.005176631316091529e-02,1.857302616450875732e+01
5.610000000000000000e+02,2.634875475193137390e+03,1.051438384448378471e+01,7.018880256173903875e-02,1.959769125748896101e+01
5.620000000000000000e+02,2.628192147944779208e+03,1.070607035780104077e+01,7.032435077289947434e-02,2.060022600444558805e+01
5.630000000000000000e+02,2.621337186456691143e+03,1.090212053198239595e+01,7.045840563611462104e-02,2.157986009721313181e+01
5.640000000000000000e+02,2.614318061256548845e+03,1.110253275148968299e+01,7.059096235800046970e-02,2.253612032714869784e+01
5.650000000000000000e+02,2.607119955128287984e+03,1.130723121443993762e+01,7.072201665907071333e-02,2.346853343691994098e+01
5.660000000000000000e+02,2.599757761644034872e+03,1.151621450049279360e+01,7.085156477062136415e-02,2.437662610622686898e+01
5.670000000000000000e+02,2.592238943483459934e+03,1.172925843767453458e+01,7.097960343232119496e-02,2.525977637044829649e+01
5.680000000000000000e+02,2.584556104144109668e+03,1.194643608768042498e+01,7.110612989044119703e-02,2.611758502374195245e+01
5.690000000000000000e+02,2.576716701392612322e+03,1.216767204559473470e+01,7.123114189644232097e-02,2.694957847056491929e+01
5.700000000000000000e+02,2.568720762253519752e+03,1.239281672407699020e+01,7.135463770647694492e-02,2.775528299465634774e+01
5.710000000000000000e+02,2.560575739738649645e+03,1.262186920450182548e+01,7.147661608114261322e-02,2.853415046097230601e+01
5.720000000000000000e+02,2.552289084514885872e+03,1.285468010352845702e+01,7.159707628616215902e-02,2.928592971860052785e+01
5.730000000000000000e+02,2.543860816561263164e+03,1.309124870763687554e+01,7.171601809359466617e-02,3.001007231811539810e+01
5.740000000000000000e+02,2.535290953516017453e+03,1.333150012309264554e+01,7.183344178355194343e-02,3.070632676495403146e+01
5.750000000000000000e+02,2.526601795713870615e+03,1.357528527636432081e+01,7.194934814667937328e-02,3.137436708724964873e+01
5.760000000000000000e+02,2.517778499360690603e+03,1.382260376499314880e+01,7.206373848709424212e-02,3.201379282117596858e+01
5.770000000000000000e+02,2.508843360003240377e+03,1.407330672388942361e+01,7.217661462585157894e-02,3.262420327980196788e+01
5.780000000000000000e+02,2.499788957335353189e+03,1.432731967608988377e+01,7.228797890496851952e-02,3.320519753846125610e+01
5.790000000000000000e+02,2.490622725249663745e+03,1.458464253295082713e+01,7.239783419181747282e-02,3.375659727065603022e+01
5.800000000000000000e+02,2.481352095079906121e+03,1.484505246027392289e+01,7.250618388397715719e-02,3.427800103247503927e+01
5.810000000000000000e+02,2.471984495537079511e+03,1.510854957939934096e+01,7.261303191441646765e-02,3.476900709858126959e+01
5.820000000000000000e+02,2.462519924289607388e+03,1.537498554971347531e+01,7.271838275691273890e-02,3.522928773125141078e+01
5.830000000000000000e+02,2.452958376239194422e+03,1.564428641911846007e+01,7.282224143163293362e-02,3.565858916598069328e+01
5.840000000000000000e+02,2.443314700143100708e+03,1.591645262393554638e+01,7.292461351101055256e-02,3.605650874665803940e+01
5.850000000000000000e+02,2.433588885132146970e+03,1.619118757123745667e+01,7.302550512549395301e-02,3.642279204534749937e+01
5.860000000000000000e+02,2.423780917328489977e+03,1.646856619015685297e+01,7.312492296940178993e-02,3.675710999765150433e+01
5.870000000000000000e+02,2.413898208112534576e+03,1.674844066359333183e+01,7.322287430664314867e-02,3.705935602270162832e+01
5.880000000000000000e+02,2.403955594040086908e+03,1.703066327838906346e+01,7.331936697619344245e-02,3.732927459174752727e+01
5.890000000000000000e+02,2.393938195009860010e+03,1.731516070844011423e+01,7.341440939753049455e-02,3.756668406489730927e+01
5.900000000000000000e+02,2.383868269337202491e+03,1.760185973074410271e+01,7.350801057543689121e-02,3.777132811048721095e+01
5.910000000000000000e+02,2.373745786877400860e+03,1.789061294138863545e+01,7.360018010456609305e-02,3.794309854211627453e+01
5.920000000000000000e+02,2.363570714006631079e+03,1.818134732198831216e+01,7.369092817358850744e-02,3.808166388782379386e+01
5.930000000000000000e+02,2.353350441908363791e+03,1.847391567205313478e+01,7.378026556856834284e-02,3.818698936146964940e+01
5.940000000000000000e+02,2.343084929815976921e+03,1.876824517530801373e+01,7.386820367588461944e-02,3.825896543226766511e+01
5.950000000000000000e+02,2.332788990014539650e+03,1.906418883194402625e+01,7.395475448429397747e-02,3.829748209552663241e+01
5.960000000000000000e+02,2.322462574399674395e+03,1.936167402482114852e+01,7.403993058640451208e-02,3.830242886009126124e+01
5.970000000000000000e+02,2.312105631147580880e+03,1.966055395160305252e+01,7.412374517918474126e-02,3.827362045249211064e+01
5.980000000000000000e+02,2.301725533045253087e+03,1.996068190734170500e+01,7.420621206351718513e-02,3.821109393882858996e+01
5.990000000000000000e+02,2.291329649131327187e+03,2.026205985050654590e+01,7.428734564315103706e-02,3.811466301185630101e+01
6.000000000000000000e+02,2.280917916348668314e+03,2.056446698443927446e+01,7.436716092232879827e-02,3.798436368034190025e+01
6.010000000000000000e+02,2.270505118819764903e+03,2.086783163378363426e+01,7.444567350262641658e-02,3.782023016577608843e+01
6.020000000000000000e+02,2.260076300401622575e+03,2.117200977285287067e+01,7.452289957864319248e-02,3.762236545061950466e+01
6.030000000000000000e+02,2.249661065600525490e+03,2.147693221141078723e+01,7.459885593272091997e-02,3.739064785748752229e+01
6.040000000000000000e+02,2.239244445213628751e+03,2.178245556640121094e+01,7.467355992853356994e-02,3.712517798089707810e+01
6.050000000000000000e+02,2.228833751548756481e+03,2.208843654413654178e+01,7.474702950366636511e-02,3.682598154289757275e+01
6.060000000000000000e+02,2.218443721804907000e+03,2.239480622243129204e+01,7.481928316108139854e-02,3.649315794999672846e+01
6.070000000000000000e+02,2.208066804765659526e+03,2.270149576567605010e+01,7.489033995948402023e-02,3.612665743285979403e+01
6.080000000000000000e+02,2.197717731008325700e+03,2.300828785635470553e+01,7.496021950274721346e-02,3.572665245431988978e+01
6.090000000000000000e+02,2.187403799623578379e+03,2.331511382752309913e+01,7.502894192815792729e-02,3.529331484966454724e+01
6.100000000000000000e+02,2.177110021648220481e+03,2.362183081071686530e+01,7.509652789382782745e-02,3.482666725072526503e+01
6.110000000000000000e+02,2.166865975362887639e+03,2.392822173431416033e+01,7.516299856502839383e-02,3.432680592778453388e+01
6.120000000000000000e+02,2.156656666246149598e+03,2.423429245585625935e+01,7.522837559960279807e-02,3.379382649778148817e+01
6.130000000000000000e+02,2.146489382294904772e+03,2.453990034279387444e+01,7.529268113265173701e-02,3.322789819983467652e+01
6.140000000000000000e+02,2.136386265852609540e+03,2.484490283770020014e+01,7.535593776013364831e-02,3.262926388757767171e+01
6.150000000000000000e+02,2.126324886995321776e+03,2.514915745642818479e+01,7.541816852200676491e-02,3.199816573831017052e+01
6.160000000000000000e+02,2.116334812281741961e+03,2.545259606972068411e+01,7.547939688445853834e-02,3.133499381297728448e+01
6.170000000000000000e+02,2.106408464754829311e+03,2.575515061776627590e+01,7.553964672157173488e-02,3.063991463195403142e+01
6.180000000000000000e+02,2.096553122605070712e+03,2.605675310820899782e+01,7.559894229649471997e-02,2.991331686968220893e+01
6.190000000000000000e+02,2.086768634337145158e+03,2.635711276360279598e+01,7.565730824198305116e-02,2.915543993110616938e+01
6.200000000000000000e+02,2.077062275692721869e+03,2.665631028734610908e+01,7.571476954070484322e-02,2.836659679645658017e+01
6.210000000000000000e+02,2.067448749876567490e+03,2.695420359353011008e+01,7.577135150510351524e-02,2.754702544885104842e+01
6.220000000000000000e+02,2.057920474384408863e+03,2.725050208826372256e+01,7.582707975703152636e-02,2.669711171973761310e+01
6.230000000000000000e+02,2.048477294634461487e+03,2.754528665196873405e+01,7.588198020718248116e-02,2.581716643365462005e+01
6.240000000000000000e+02,2.039133912548777744e+03,2.783834108559070231e+01,7.593607903452506691e-02,2.490742540383039483e+01
6.250000000000000000e+02,2.029890173382852936e+03,2.812959780930418674e+01,7.598940266564342683e-02,2.396819799512103799e+01
6.260000000000000000e+02,2.020753351005409741e+03,2.841884072615060930e+01,7.604197775413090721e-02,2.299986712027684277e+01
6.270000000000000000e+02,2.011715863074083927e+03,2.870600235365453301e+01,7.609383116020296267e-02,2.200266638603559244e+01
6.280000000000000000e+02,2.002799841359746097e+03,2.899094097088213928e+01,7.614498993032824126e-02,2.097697722406844179e+01
6.290000000000000000e+02,1.993990276812492993e+03,2.927358918297234425e+01,7.619548127742001298e-02,1.992332888825128734e+01
6.300000000000000000e+02,1.985301874926632536e+03,2.955387963512213290e+01,7.624533256110613277e-02,1.884210131826237600e+01
6.310000000000000000e+02,1.976734485845547169e+03,2.983152215952931030e+01,7.629457126854315152e-02,1.773367370453174274e+01
6.320000000000000000e+02,1.968287961261381952e+03,3.010659804082633073e+01,7.634322499569004550e-02,1.659857305352816681e+01
6.330000000000000000e+02,1.959977011306796612e+03,3.037889146193640855e+01,7.639132142898145961e-02,1.543710276886695354e+01
6.340000000000000000e+02,1.951794062986381732e+03,3.064826091893053217e+01,7.643888832765739771e-02,1.424978835128422894e+01
6.350000000000000000e+02,1.943746402101374997e+03,3.091471350184140476e+01,7.648595350672547644e-02,1.303712483402780187e+01
6.360000000000000000e+02,1.935841316712916068e+03,3.117803347443103590e+01,7.653254482032684214e-02,1.179958421084776710e+01
6.370000000000000000e+02,1.928078668945405298e+03,3.143822797245501377e+01,7.657869014608846558e-02,1.053768229113113897e+01
6.380000000000000000e+02,1.920458323479868568e+03,3.169508129986806111e+01,7.662441736982908425e-02,9.251934130126143074e+00
6.390000000000000000e+02,1.912987576036557130e+03,3.194860062703157411e+01,7.666975437122841575e-02,7.942831744561731355e+00
6.400000000000000000e+02,1.905666296795865492e+03,3.219857028686495681e+01,7.671472900998338451e-02,6.610887198095399597e+00
6.410000000000000000e+02,1.898501787209223039e+03,3.244499747300194770e+01,7.675936911278688490e-02,5.256617745976562617e+00
6.420000000000000000e+02,1.891486495047716289e+03,3.268766653589334936e+01,7.680370246104195608e-02,3.880605263561490492e+00
6.430000000000000000e+02,1.884642584592020739e+03,3.292658468091797630e+01,7.684775677911302727e-02,2.483436821575169873e+00
6.440000000000000000e+02,1.877947653207567555e+03,3.316161054794533669e+01,7.689155972342483214e-02,1.065712116877959748e+00
6.450000000000000000e+02,1.871423871614697873e+03,3.339252849189448824e+01,7.693513887208193458e-02,-3.719847524944895900e-01
6.460000000000000000e+02,1.865071128793379103e+03,3.361934571378304071e+01,7.697852171519282971e-02,-1.829070427503540097e+00
6.470000000000000000e+02,1.858881888730900982e+03,3.384192084023770519e+01,7.702173564573930320e-02,-3.304880572769288261e+00
6.480000000000000000e+02,1.852863475510511535e+03,3.406011248750831300e+01,7.706480795106498971e-02,-4.798959578384616620e+00
6.490000000000000000e+02,1.847015788289793363e+03,3.427392782546918681e+01,7.710776580481702724e-02,-6.310496001088273132e+00
6.500000000000000000e+02,1.841353586372378004e+03,3.448322544059476513e+01,7.715063625936846581e-02,-7.838976254514830266e+00
6.510000000000000000e+02,1.835861907646590453e+03,3.468801254615894436e+01,7.719344623871460254e-02,-9.383666869430323132e+00
6.520000000000000000e+02,1.830548032623922154e+03,3.488822236633573937e+01,7.723622253167679308e-02,-1.094391837150989133e+01
6.530000000000000000e+02,1.825419233808770969e+03,3.508378817902556079e+01,7.727899178544885006e-02,-1.251915852658883388e+01
6.540000000000000000e+02,1.820475358816769358e+03,3.527464323360118215e+01,7.732178049944729570e-02,-1.410874151791982989e+01
6.550000000000000000e+02,1.815723687066060393e+03,3.546064646436186507e+01,7.736461501927860418e-02,-1.571202222325618258e+01
6.560000000000000000e+02,1.811149216363385904e+03,3.564187962149941313e+01,7.740752153095485644e-02,-1.732820764105360212e+01
6.570000000000000000e+02,1.806766661340073370e+03,3.581820156704027625e+01,7.745052605511215660e-02,-1.895680258431703891e+01
6.580000000000000000e+02,1.802575883332752028e+03,3.598954540581561190e+01,7.749365444134967418e-02,-2.059694112153392354e+01
6.590000000000000000e+02,1.798576747064870688e+03,3.615576991542092600e+01,7.753693236243433540e-02,-2.224805512027600685e+01
6.600000000000000000e+02,1.794769120627340271e+03,3.631688239369446336e+01,7.758038530848557213e-02,-2.390942853788664024e+01
6.610000000000000000e+02,1.791152875459599045e+03,3.647274152168612460e+01,7.762403858116437294e-02,-2.558034597981120584e+01
6.620000000000000000e+02,1.787735314682114449e+03,3.662328021115385468e+01,7.766791728734387390e-02,-2.726016697404816114e+01
6.630000000000000000e+02,1.784508888029826494e+03,3.676850560156368175e+01,7.771204633294322150e-02,-2.894810311121413449e+01
6.640000000000000000e+02,1.781480905239970753e+03,3.690827620659563024e+01,7.775645041623273357e-02,-3.064344088524874365e+01
6.650000000000000000e+02,1.778651250991456664e+03,3.704259904518201552e+01,7.780115402083956355e-02,-3.234554168323823120e+01
6.660000000000000000e+02,1.776012384898887831e+03,3.717140678804442899e+01,7.784618140857832436e-02,-3.405369320786198983e+01
6.670000000000000000e+02,1.773571626561800713e+03,3.729470632176171563e+01,7.789155661167507239e-02,-3.576710946647430234e+01
6.680000000000000000e+02,1.771336298867601499e+03,3.741235589534497308e+01,7.793730342473628725e-02,-3.748507932682393573e+01
6.690000000000000000e+02,1.769291442949643852e+03,3.752428796784897713e+01,7.798344539623786043e-02,-3.920696650540448758e+01
