ell,TT_locked,EE_locked,BB_locked,TE_locked,TT_control,EE_control,BB_control,TE_control
79.0,1809.1731125653776,0.4044299169742961,0.0018859768861746928,-5.9946112382206715,1990.466700129188,0.43415569093408474,0.0018292660591647104,-9.691122406281645
80.0,1826.7716445789151,0.41747769172003274,0.0019343060443257568,-6.442267251992983,2015.5640716482344,0.44829760332218654,0.00187593672449952,-10.212000837848311
81.0,1844.6606199658409,0.4306288182370606,0.0019832703786809955,-6.899227600834779,2040.92167026684,0.4625607788137653,0.0019232093014981092,-10.742117774802944
82.0,1862.854074842836,0.4438729151690612,0.0020328726319611217,-7.365175286603812,2066.5522303516304,0.47693432945523706,0.001971086113596944,-11.28112719036468
83.0,1881.3282157994631,0.457197519824534,0.0020831156456292575,-7.839896483218646,2092.4307060922415,0.4914052662899326,0.0020195695882219192,-11.82878929816576
84.0,1900.0815339686587,0.4705909137081273,0.002134002353384907,-8.322880242793381,2118.554336287611,0.5059613445641385,0.0020686622507244505,-12.384567191416368
85.0,1919.1050917878372,0.4840406369163812,0.0021855357744178638,-8.813987048814194,2144.9129310729595,0.5205895781261112,0.0021183667180503622,-12.948295396014048
86.0,1938.3947992571816,0.4975367279913154,0.0022377190071052326,-9.312666511549837,2171.5011005773367,0.535279471938644,0.002168685692838009,-13.51939683204408
87.0,1957.921387236496,0.5110673294862665,0.002290555222304968,-9.818433224067602,2198.28808548617,0.5500186056153737,0.0022196219570919324,-14.097356468201776
88.0,1977.6678628181764,0.5246215968558575,0.0023440476573468767,-10.330762327053687,2225.2553550846014,0.5647955643465127,0.00227117836652098,-14.681619088070928
89.0,1997.6469467867769,0.538188687232444,0.002398199610358616,-10.849203265205066,2252.4140922544566,0.5795989350225252,0.002323357845196483,-15.271703780292407
90.0,2017.8639320171164,0.5517533024761561,0.0024530144336862326,-11.373454072404979,2279.7680518442853,0.5944128492870877,0.0023761633792901303,-15.867278223677756
91.0,2038.3306995134008,0.5653039677720948,0.0025084955294042547,-11.902999330401208,2307.3276795295146,0.6092252004041285,0.0024295980128612006,-16.467796620302497
92.0,2059.048339431161,0.5788274110726125,0.00256464634314974,-12.437658278545236,2335.093041351809,0.6240218375038307,0.0024836648419662615,-17.07304772861075
93.0,2080.0319586673622,0.5923104695896028,0.002621470360780684,-12.976962423924679,2363.0783227467673,0.6387886572766334,0.0025383670115554343,-17.682532550083696
94.0,2101.2743800302205,0.6057422109966089,0.0026789711039110734,-13.520740436567118,2391.2754248481315,0.6535137869109365,0.002593707711238937,-18.296049249931738
95.0,2122.7907124468447,0.619108733633344,0.0027371521262225906,-14.068523883122737,2419.6985346797383,0.6681823843001369,0.0026496901718030567,-18.913098890745964
96.0,2144.573780956416,0.6323976235626615,0.0027960170108318264,-14.619918646085578,2448.339555136018,0.6827810951020343,0.0027063176627643254,-19.533256851696983
97.0,2166.623840193705,0.6455957261101899,0.0028555693678388346,-15.174530642005692,2477.1978184559657,0.6972958242808202,0.0027635934901015175,-20.15609854673386
98.0,2188.9485744588615,0.6586891459059953,0.002915812832877714,-15.731965823208983,2506.2800862865897,0.711711736151077,0.0028215209949250647,-20.781199426300752
99.0,2211.525956022764,0.6716654754287964,0.0029767510660259414,-16.29175589601905,2535.5634079852102,0.7260154829241908,0.0028801035525740384,-21.40806069556587
100.0,2234.3711003223443,0.684514537876762,0.003038387751794189,-16.8534326059875,2565.061975815039,0.7401959475813755,0.002939344572703774,-22.03618359966967
101.0,2257.4768391879606,0.6972231873559739,0.0031007265988299447,-17.416527739623856,2594.767698176117,0.7542390440642941,0.002999247499107284,-22.665069425483743
102.0,2280.8434342599926,0.709770851899729,0.0031637713412588984,-17.980795976633594,2624.679913028752,0.7681232602964914,0.0030598158111657305,-23.294442353889032
103.0,2304.45629193998,0.7221592468962588,0.003227525740067611,-18.545472056622323,2654.7831028547166,0.7818493716132405,0.003121053025322216,-23.923506626531488
104.0,2328.3156767800006,0.7343603766600107,0.0032919935853424967,-19.110236466354205,2685.0766080598355,0.7953884423349483,0.003182962697404641,-24.551912233143327
105.0,2352.414426407132,0.7463685329029349,0.003357178699027576,-19.674546889949447,2715.55234191464,0.8087338242405762,0.0032455484254656337,-25.17908636181442
106.0,2376.7453798361894,0.7581705813497869,0.0034230849377877726,-20.237786777600927,2746.2022188861856,0.8218714431851096,0.0033088138527187223,-25.80438196779374
107.0,2401.301377420082,0.7697608184507196,0.0034897161968060865,-20.799562481284365,2777.018154610177,0.8347946558143513,0.0033727626714080065,-26.42737490929497
108.0,2426.067832438471,0.7811186863389262,0.0035570764138472166,-21.359331838931404,2807.984637503893,0.8474819645248307,0.003437398626937788,-27.04749253177508
109.0,2451.052444427052,0.7922384862361647,0.003625169573603212,-21.916478459599563,2839.1084421220007,0.8599267308716616,0.003502725522282743,-27.664087953219347
